interview_id,application_id,candidate_id,interview_type,scheduled_at,completed_at,interview_status,technical_score,communication_score,overall_score,recommendation,feedback
review-clean4-clean-INT-0026549,review-clean4-clean-APP-015612,review-clean4-clean-CAND-03138,Phone Screen,2026-08-06T09:00:00,2026-08-06T12:00:00,Completed,2.3,2.5,2.4,Leaning No,Any high beyond girl player laugh source music.
review-clean4-clean-INT-0026550,review-clean4-clean-APP-015613,review-clean4-clean-CAND-00532,Phone Screen,2026-06-24T17:00:00,2026-06-24T21:00:00,Completed,3.9,4.8,3.2,Strong Hire,West accept TV kitchen else moment win.
review-clean4-clean-INT-0026551,review-clean4-clean-APP-015613,review-clean4-clean-CAND-00532,Coding Challenge,2026-06-25T15:00:00,2026-06-25T21:00:00,Cancelled,4.6,3.8,,Strong Hire,Think room answer.
review-clean4-clean-INT-0026552,review-clean4-clean-APP-015614,review-clean4-clean-CAND-03573,Phone Screen,2026-05-23T09:00:00,2026-05-23T14:00:00,Completed,4.5,2.2,4.1,Leaning No,Have hundred artist now buy industry.
review-clean4-clean-INT-0026553,review-clean4-clean-APP-015614,review-clean4-clean-CAND-03573,Technical,2026-05-25T11:00:00,,Scheduled,3.0,3.8,2.9,Hire,Go full bank audience.
review-clean4-clean-INT-0026554,review-clean4-clean-APP-015615,review-clean4-clean-CAND-00963,Phone Screen,2026-06-17T10:00:00,2026-06-17T11:00:00,Completed,1.8,2.4,3.2,No Hire,Enough station education follow weight behavior.
review-clean4-clean-INT-0026555,review-clean4-clean-APP-015615,review-clean4-clean-CAND-00963,Coding Challenge,2026-06-18T11:00:00,2026-06-18T14:00:00,Cancelled,1.9,3.9,2.2,Leaning No,Church her suggest environmental store indeed while.
review-clean4-clean-INT-0026556,review-clean4-clean-APP-015615,review-clean4-clean-CAND-00963,Technical,2026-06-23T08:00:00,2026-06-23T16:00:00,Completed,3.9,1.4,3.5,No Hire,Away reach affect response really window.
review-clean4-clean-INT-0026557,review-clean4-clean-APP-015616,review-clean4-clean-CAND-01805,Phone Screen,2026-08-19T12:00:00,2026-08-19T19:00:00,Completed,2.9,3.4,2.0,Leaning No,
review-clean4-clean-INT-0026558,review-clean4-clean-APP-015616,review-clean4-clean-CAND-01805,Technical,2026-08-20T17:00:00,2026-08-20T23:00:00,Completed,3.2,3.9,,Strong Hire,Sense listen dark middle because.
review-clean4-clean-INT-0026559,review-clean4-clean-APP-015616,review-clean4-clean-CAND-01805,Technical,2026-08-21T08:00:00,2026-08-21T10:00:00,Cancelled,1.8,1.3,,No Hire,
review-clean4-clean-INT-0026560,review-clean4-clean-APP-015618,review-clean4-clean-CAND-04830,Phone Screen,2026-06-15T12:00:00,2026-06-15T16:00:00,Completed,1.0,4.8,2.9,No Hire,
review-clean4-clean-INT-0026561,review-clean4-clean-APP-015618,review-clean4-clean-CAND-04830,Phone Screen,2026-06-17T08:00:00,,Scheduled,3.6,3.2,3.3,Hire,Level data throw him run team.
review-clean4-clean-INT-0026562,review-clean4-clean-APP-015618,review-clean4-clean-CAND-04830,Coding Challenge,2026-06-19T17:00:00,2026-06-19T22:00:00,Completed,2.3,2.1,4.9,Leaning No,View buy state record worry lay.
review-clean4-clean-INT-0026563,review-clean4-clean-APP-015619,review-clean4-clean-CAND-00029,Phone Screen,2026-05-26T15:00:00,,Scheduled,2.6,2.9,1.9,No Hire,Management reduce together traditional simple level.
review-clean4-clean-INT-0026564,review-clean4-clean-APP-015619,review-clean4-clean-CAND-00029,Cultural Fit,2026-05-27T09:00:00,,Scheduled,4.3,,1.7,Hire,Man authority level if institution.
review-clean4-clean-INT-0026565,review-clean4-clean-APP-015620,review-clean4-clean-CAND-00551,Phone Screen,2026-07-25T14:00:00,,Scheduled,,2.6,1.8,Hire,Company maybe deal Congress there discover.
review-clean4-clean-INT-0026566,review-clean4-clean-APP-015620,review-clean4-clean-CAND-00551,Phone Screen,2026-07-28T15:00:00,2026-07-28T23:00:00,Completed,,2.9,2.5,No Hire,Investment see similar where.
review-clean4-clean-INT-0026567,review-clean4-clean-APP-015620,review-clean4-clean-CAND-00551,Phone Screen,2026-07-27T11:00:00,2026-07-27T17:00:00,Completed,2.4,2.9,3.4,Hire,Return agency ok station commercial would fish.
review-clean4-clean-INT-0026568,review-clean4-clean-APP-015621,review-clean4-clean-CAND-00402,Phone Screen,2026-07-06T12:00:00,2026-07-06T13:00:00,Completed,3.5,4.9,3.3,Leaning No,Provide work however.
review-clean4-clean-INT-0026569,review-clean4-clean-APP-015622,review-clean4-clean-CAND-01114,Phone Screen,2026-07-20T15:00:00,2026-07-20T22:00:00,Completed,,3.7,1.4,Strong Hire,
review-clean4-clean-INT-0026570,review-clean4-clean-APP-015623,review-clean4-clean-CAND-03328,Phone Screen,2026-08-19T13:00:00,,Scheduled,,,4.7,No Hire,Choice on around explain every.
review-clean4-clean-INT-0026571,review-clean4-clean-APP-015624,review-clean4-clean-CAND-04321,Phone Screen,2026-06-10T08:00:00,,Scheduled,3.4,,3.1,No Hire,
review-clean4-clean-INT-0026572,review-clean4-clean-APP-015625,review-clean4-clean-CAND-04292,Phone Screen,2026-07-11T15:00:00,2026-07-11T23:00:00,Completed,3.1,4.5,3.3,Strong Hire,
review-clean4-clean-INT-0026573,review-clean4-clean-APP-015625,review-clean4-clean-CAND-04292,Technical,2026-07-12T11:00:00,2026-07-12T14:00:00,Completed,1.3,4.8,1.9,Strong Hire,Onto fact food bag effect join American wall.
review-clean4-clean-INT-0026574,review-clean4-clean-APP-015626,review-clean4-clean-CAND-04022,Phone Screen,2026-06-20T11:00:00,2026-06-20T19:00:00,Completed,2.2,2.2,1.9,Strong Hire,Continue forward wrong strong hospital easy.
review-clean4-clean-INT-0026575,review-clean4-clean-APP-015626,review-clean4-clean-CAND-04022,Final Panel,2026-06-22T09:00:00,2026-06-22T12:00:00,Completed,1.3,,3.1,Leaning No,Health you field minute start among decision.
review-clean4-clean-INT-0026576,review-clean4-clean-APP-015627,review-clean4-clean-CAND-00408,Phone Screen,2026-07-31T15:00:00,,Scheduled,4.6,,1.3,No Hire,Head human program.
review-clean4-clean-INT-0026577,review-clean4-clean-APP-015627,review-clean4-clean-CAND-00408,Phone Screen,2026-08-03T14:00:00,2026-08-03T18:00:00,Cancelled,1.2,4.1,1.3,Hire,Involve at recognize.
review-clean4-clean-INT-0026578,review-clean4-clean-APP-015627,review-clean4-clean-CAND-00408,Coding Challenge,2026-08-02T13:00:00,2026-08-02T21:00:00,Completed,4.7,1.2,4.9,Hire,
review-clean4-clean-INT-0026579,review-clean4-clean-APP-015628,review-clean4-clean-CAND-04823,Phone Screen,2026-07-01T12:00:00,,Scheduled,3.9,,2.5,Strong Hire,Network better shake because.
review-clean4-clean-INT-0026580,review-clean4-clean-APP-015629,review-clean4-clean-CAND-03160,Phone Screen,2026-08-27T17:00:00,,Scheduled,3.7,2.0,4.3,Hire,
review-clean4-clean-INT-0026581,review-clean4-clean-APP-015629,review-clean4-clean-CAND-03160,Coding Challenge,2026-08-28T16:00:00,2026-08-28T18:00:00,Cancelled,,1.4,,Strong Hire,Share never can.
review-clean4-clean-INT-0026582,review-clean4-clean-APP-015631,review-clean4-clean-CAND-02752,Phone Screen,2026-07-08T12:00:00,,Scheduled,3.2,3.8,4.7,No Hire,Factor partner next wait act.
review-clean4-clean-INT-0026583,review-clean4-clean-APP-015631,review-clean4-clean-CAND-02752,Coding Challenge,2026-07-11T12:00:00,2026-07-11T20:00:00,Cancelled,3.2,1.9,2.8,Hire,Customer street born east.
review-clean4-clean-INT-0026584,review-clean4-clean-APP-015632,review-clean4-clean-CAND-04915,Phone Screen,2026-06-14T13:00:00,,Scheduled,1.0,1.4,1.6,No Hire,
review-clean4-clean-INT-0026585,review-clean4-clean-APP-015632,review-clean4-clean-CAND-04915,Cultural Fit,2026-06-16T08:00:00,,Scheduled,1.6,,4.2,Strong Hire,Situation less chair law successful available.
review-clean4-clean-INT-0026586,review-clean4-clean-APP-015633,review-clean4-clean-CAND-02507,Phone Screen,2026-08-12T13:00:00,2026-08-12T17:00:00,Completed,3.6,3.0,1.2,Hire,It similar culture five listen body.
review-clean4-clean-INT-0026587,review-clean4-clean-APP-015633,review-clean4-clean-CAND-02507,Cultural Fit,2026-08-14T08:00:00,,Scheduled,1.6,4.1,4.5,Hire,
review-clean4-clean-INT-0026588,review-clean4-clean-APP-015634,review-clean4-clean-CAND-04022,Phone Screen,2026-08-20T14:00:00,2026-08-20T17:00:00,Cancelled,3.1,3.9,1.6,Strong Hire,Economic can money choice.
review-clean4-clean-INT-0026589,review-clean4-clean-APP-015634,review-clean4-clean-CAND-04022,Technical,2026-08-22T16:00:00,2026-08-22T19:00:00,Completed,2.9,2.9,1.5,Hire,
review-clean4-clean-INT-0026590,review-clean4-clean-APP-015634,review-clean4-clean-CAND-04022,Coding Challenge,2026-08-26T13:00:00,2026-08-26T15:00:00,Cancelled,3.7,1.7,3.3,Leaning No,Write heart notice seat government story.
review-clean4-clean-INT-0026591,review-clean4-clean-APP-015634,review-clean4-clean-CAND-04022,Technical,2026-08-23T14:00:00,,Scheduled,3.0,1.9,1.9,No Hire,
review-clean4-clean-INT-0026592,review-clean4-clean-APP-015635,review-clean4-clean-CAND-02605,Phone Screen,2026-06-30T14:00:00,,Scheduled,4.7,2.9,3.3,No Hire,
review-clean4-clean-INT-0026593,review-clean4-clean-APP-015635,review-clean4-clean-CAND-02605,Cultural Fit,2026-07-02T13:00:00,2026-07-02T20:00:00,Cancelled,4.3,1.1,1.7,Strong Hire,Mr police wonder stock just.
review-clean4-clean-INT-0026594,review-clean4-clean-APP-015636,review-clean4-clean-CAND-02966,Phone Screen,2026-08-02T15:00:00,2026-08-02T21:00:00,Completed,2.1,1.1,1.6,Hire,
review-clean4-clean-INT-0026595,review-clean4-clean-APP-015637,review-clean4-clean-CAND-04612,Phone Screen,2026-06-21T13:00:00,,Scheduled,2.4,,3.9,Leaning No,Almost happy society everything.
review-clean4-clean-INT-0026596,review-clean4-clean-APP-015637,review-clean4-clean-CAND-04612,Final Panel,2026-06-23T10:00:00,2026-06-23T14:00:00,Completed,3.0,,,Strong Hire,Season program they on.
review-clean4-clean-INT-0026597,review-clean4-clean-APP-015638,review-clean4-clean-CAND-04857,Phone Screen,2026-07-10T16:00:00,,Scheduled,,2.8,,No Hire,Measure range sell speak blue.
review-clean4-clean-INT-0026598,review-clean4-clean-APP-015639,review-clean4-clean-CAND-01224,Phone Screen,2026-07-04T11:00:00,2026-07-04T16:00:00,Cancelled,1.6,2.3,1.6,No Hire,Available player or.
review-clean4-clean-INT-0026599,review-clean4-clean-APP-015639,review-clean4-clean-CAND-01224,Cultural Fit,2026-07-06T09:00:00,,Scheduled,4.8,4.1,1.3,Hire,
review-clean4-clean-INT-0026600,review-clean4-clean-APP-015639,review-clean4-clean-CAND-01224,Coding Challenge,2026-07-10T09:00:00,2026-07-10T15:00:00,Completed,4.7,4.8,4.2,Leaning No,Another need sense size glass trade.
review-clean4-clean-INT-0026601,review-clean4-clean-APP-015640,review-clean4-clean-CAND-00985,Phone Screen,2026-06-16T10:00:00,,Scheduled,4.9,2.3,4.7,Hire,Art customer both draw individual tough.
review-clean4-clean-INT-0026602,review-clean4-clean-APP-015640,review-clean4-clean-CAND-00985,Technical,2026-06-19T13:00:00,2026-06-19T20:00:00,Completed,,2.0,4.1,Leaning No,Me director interview.
review-clean4-clean-INT-0026603,review-clean4-clean-APP-015640,review-clean4-clean-CAND-00985,Coding Challenge,2026-06-18T17:00:00,2026-06-19T00:00:00,Completed,2.6,4.0,,Hire,
review-clean4-clean-INT-0026604,review-clean4-clean-APP-015641,review-clean4-clean-CAND-03018,Phone Screen,2026-06-25T15:00:00,2026-06-25T23:00:00,Cancelled,2.5,4.9,1.4,Hire,Shoulder from add Mr exist.
review-clean4-clean-INT-0026605,review-clean4-clean-APP-015642,review-clean4-clean-CAND-04661,Phone Screen,2026-06-26T16:00:00,,Scheduled,4.4,1.5,4.8,Leaning No,House gas employee task station born situation involve.
review-clean4-clean-INT-0026606,review-clean4-clean-APP-015642,review-clean4-clean-CAND-04661,Cultural Fit,2026-06-27T08:00:00,,Scheduled,,3.1,4.9,Hire,Door blue list better rich.
review-clean4-clean-INT-0026607,review-clean4-clean-APP-015643,review-clean4-clean-CAND-03765,Phone Screen,2026-07-12T14:00:00,2026-07-12T18:00:00,Completed,3.5,,3.7,Hire,Rather key say quickly he which shake follow.
review-clean4-clean-INT-0026608,review-clean4-clean-APP-015643,review-clean4-clean-CAND-03765,Phone Screen,2026-07-14T13:00:00,2026-07-14T18:00:00,Cancelled,2.3,4.4,2.6,Hire,Each treatment interest hit together process low black.
review-clean4-clean-INT-0026609,review-clean4-clean-APP-015644,review-clean4-clean-CAND-04348,Phone Screen,2026-06-02T12:00:00,,Scheduled,,3.6,1.6,Hire,Perhaps development great too body.
review-clean4-clean-INT-0026610,review-clean4-clean-APP-015645,review-clean4-clean-CAND-04996,Phone Screen,2026-05-25T14:00:00,,Scheduled,3.5,1.1,4.0,Hire,
review-clean4-clean-INT-0026611,review-clean4-clean-APP-015646,review-clean4-clean-CAND-00368,Phone Screen,2026-07-02T14:00:00,2026-07-02T16:00:00,Completed,1.7,2.7,,Hire,Fight security themselves other do organization research.
review-clean4-clean-INT-0026612,review-clean4-clean-APP-015646,review-clean4-clean-CAND-00368,Final Panel,2026-07-04T15:00:00,2026-07-04T21:00:00,Completed,,4.2,3.9,Leaning No,Both win serve least man southern although.
review-clean4-clean-INT-0026613,review-clean4-clean-APP-015647,review-clean4-clean-CAND-02924,Phone Screen,2026-05-31T11:00:00,2026-05-31T12:00:00,Cancelled,3.4,3.1,,No Hire,Community cell six indicate during environmental.
review-clean4-clean-INT-0026614,review-clean4-clean-APP-015648,review-clean4-clean-CAND-03826,Phone Screen,2026-06-07T12:00:00,2026-06-07T14:00:00,Completed,4.3,4.9,,No Hire,Customer technology song whatever ten record everybody.
review-clean4-clean-INT-0026615,review-clean4-clean-APP-015649,review-clean4-clean-CAND-04301,Phone Screen,2026-07-23T12:00:00,2026-07-23T14:00:00,Cancelled,,1.8,2.4,Hire,Congress Mr against where stay wall.
review-clean4-clean-INT-0026616,review-clean4-clean-APP-015649,review-clean4-clean-CAND-04301,Technical,2026-07-24T16:00:00,2026-07-24T23:00:00,Cancelled,3.9,4.0,4.7,No Hire,Section response investment product education commercial good.
review-clean4-clean-INT-0026617,review-clean4-clean-APP-015650,review-clean4-clean-CAND-03874,Phone Screen,2026-06-02T11:00:00,2026-06-02T17:00:00,Completed,,2.1,4.1,Hire,Television hot their.
review-clean4-clean-INT-0026618,review-clean4-clean-APP-015650,review-clean4-clean-CAND-03874,Phone Screen,2026-06-05T13:00:00,2026-06-05T16:00:00,Completed,3.7,,3.2,No Hire,Sound modern may hope probably employee.
review-clean4-clean-INT-0026619,review-clean4-clean-APP-015652,review-clean4-clean-CAND-01071,Phone Screen,2026-07-21T10:00:00,,Scheduled,4.1,4.0,2.8,Hire,Vote nor minute stand purpose.
review-clean4-clean-INT-0026620,review-clean4-clean-APP-015653,review-clean4-clean-CAND-04015,Phone Screen,2026-06-08T14:00:00,2026-06-08T18:00:00,Completed,3.2,4.9,3.3,No Hire,Shake even modern partner.
review-clean4-clean-INT-0026621,review-clean4-clean-APP-015654,review-clean4-clean-CAND-02148,Phone Screen,2026-07-23T08:00:00,,Scheduled,2.5,4.9,,No Hire,
review-clean4-clean-INT-0026622,review-clean4-clean-APP-015654,review-clean4-clean-CAND-02148,Technical,2026-07-25T17:00:00,2026-07-25T23:00:00,Completed,2.7,3.9,2.2,Hire,Reality structure sing meeting.
review-clean4-clean-INT-0026623,review-clean4-clean-APP-015655,review-clean4-clean-CAND-02312,Phone Screen,2026-08-05T17:00:00,2026-08-06T00:00:00,Completed,2.7,1.3,2.0,No Hire,Particular clear likely score boy.
review-clean4-clean-INT-0026624,review-clean4-clean-APP-015655,review-clean4-clean-CAND-02312,Cultural Fit,2026-08-08T16:00:00,2026-08-08T20:00:00,Completed,1.2,1.8,3.9,Leaning No,
review-clean4-clean-INT-0026625,review-clean4-clean-APP-015655,review-clean4-clean-CAND-02312,Final Panel,2026-08-11T14:00:00,2026-08-11T21:00:00,Cancelled,2.2,2.2,3.7,Hire,
review-clean4-clean-INT-0026626,review-clean4-clean-APP-015657,review-clean4-clean-CAND-02729,Phone Screen,2026-06-12T14:00:00,2026-06-12T22:00:00,Cancelled,1.5,1.9,,Leaning No,
review-clean4-clean-INT-0026627,review-clean4-clean-APP-015657,review-clean4-clean-CAND-02729,Coding Challenge,2026-06-15T12:00:00,2026-06-15T18:00:00,Completed,3.6,3.9,,Leaning No,
review-clean4-clean-INT-0026628,review-clean4-clean-APP-015657,review-clean4-clean-CAND-02729,Coding Challenge,2026-06-14T10:00:00,,Scheduled,1.3,4.5,2.1,Strong Hire,
review-clean4-clean-INT-0026629,review-clean4-clean-APP-015658,review-clean4-clean-CAND-02515,Phone Screen,2026-07-24T14:00:00,2026-07-24T20:00:00,Cancelled,1.7,,4.7,Hire,
review-clean4-clean-INT-0026630,review-clean4-clean-APP-015658,review-clean4-clean-CAND-02515,Cultural Fit,2026-07-27T08:00:00,2026-07-27T12:00:00,Cancelled,4.9,,3.4,Hire,Although magazine heart thought central truth seat.
review-clean4-clean-INT-0026631,review-clean4-clean-APP-015659,review-clean4-clean-CAND-01927,Phone Screen,2026-06-10T08:00:00,2026-06-10T10:00:00,Completed,1.6,2.2,1.9,Hire,Wide relate learn east stand maybe learn.
review-clean4-clean-INT-0026632,review-clean4-clean-APP-015659,review-clean4-clean-CAND-01927,Final Panel,2026-06-12T17:00:00,2026-06-12T22:00:00,Completed,1.2,4.3,3.8,Hire,Seven radio clearly grow at people pick.
review-clean4-clean-INT-0026633,review-clean4-clean-APP-015660,review-clean4-clean-CAND-04952,Phone Screen,2026-08-08T08:00:00,2026-08-08T15:00:00,Cancelled,4.2,2.3,3.9,No Hire,Knowledge during site without.
review-clean4-clean-INT-0026634,review-clean4-clean-APP-015660,review-clean4-clean-CAND-04952,Coding Challenge,2026-08-10T08:00:00,2026-08-10T09:00:00,Completed,3.4,1.5,2.5,Leaning No,Tv ever fill else international.
review-clean4-clean-INT-0026635,review-clean4-clean-APP-015660,review-clean4-clean-CAND-04952,Cultural Fit,2026-08-12T15:00:00,2026-08-12T16:00:00,Completed,2.7,4.6,4.6,Strong Hire,Finish general late describe garden.
review-clean4-clean-INT-0026636,review-clean4-clean-APP-015661,review-clean4-clean-CAND-03848,Phone Screen,2026-07-14T13:00:00,2026-07-14T21:00:00,Completed,4.8,,1.3,Leaning No,Nearly life certainly spring the go machine.
review-clean4-clean-INT-0026637,review-clean4-clean-APP-015662,review-clean4-clean-CAND-01454,Phone Screen,2026-06-03T15:00:00,,Scheduled,2.8,1.6,2.0,No Hire,Charge enough give miss evening somebody include.
review-clean4-clean-INT-0026638,review-clean4-clean-APP-015662,review-clean4-clean-CAND-01454,Cultural Fit,2026-06-04T13:00:00,2026-06-04T19:00:00,Completed,3.9,2.7,,No Hire,Role such recent cover card field expect.
review-clean4-clean-INT-0026639,review-clean4-clean-APP-015663,review-clean4-clean-CAND-00296,Phone Screen,2026-07-27T12:00:00,2026-07-27T15:00:00,Cancelled,4.9,1.3,3.5,Hire,Thing try trouble focus forget onto recognize simple.
review-clean4-clean-INT-0026640,review-clean4-clean-APP-015663,review-clean4-clean-CAND-00296,Technical,2026-07-30T15:00:00,2026-07-30T19:00:00,Completed,2.6,3.8,3.9,Strong Hire,
review-clean4-clean-INT-0026641,review-clean4-clean-APP-015664,review-clean4-clean-CAND-01640,Phone Screen,2026-06-16T14:00:00,2026-06-16T16:00:00,Cancelled,,3.2,1.2,Leaning No,Example industry stay fast bag major.
review-clean4-clean-INT-0026642,review-clean4-clean-APP-015664,review-clean4-clean-CAND-01640,Cultural Fit,2026-06-18T08:00:00,2026-06-18T15:00:00,Completed,1.9,3.2,1.5,No Hire,Little ability little a Mrs change.
review-clean4-clean-INT-0026643,review-clean4-clean-APP-015665,review-clean4-clean-CAND-03113,Phone Screen,2026-08-18T12:00:00,2026-08-18T14:00:00,Completed,1.8,3.9,,No Hire,Small moment no hear century quality avoid throughout.
review-clean4-clean-INT-0026644,review-clean4-clean-APP-015665,review-clean4-clean-CAND-03113,Technical,2026-08-21T11:00:00,2026-08-21T13:00:00,Completed,2.4,4.9,1.3,No Hire,Market its off probably law.
