interview_id,application_id,candidate_id,interview_type,scheduled_at,completed_at,interview_status,technical_score,communication_score,overall_score,recommendation,feedback
review-clean4-messy-INT-0024893,review-clean4-messy-APP-014629,review-clean4-messy-CAND-04688,Technical,08/10T14:00:00/2026,,scheduled,  ,NaN,N/A,leaning no, Reveal wind listen social why sense care. 
review-clean4-messy-INT-0024894,review-clean4-messy-APP-014629,review-clean4-messy-CAND-04688,Technical,2026-08-09T09:00:00,,Scheduled,4.1,1.8,2.6,No Hire,Him every six magazine event.
review-clean4-messy-INT-0024895,review-clean4-messy-APP-014630,review-clean4-messy-CAND-04942,Phone Screen,2026-08-10T11:00:00,2026-08-10T16:00:00,Completed,2.1, 3.6 ,,Hire,Nature white financial.
review-clean4-messy-INT-0024896,review-clean4-messy-APP-014630,review-clean4-messy-CAND-04942,Coding Challenge,2026-08-11T08:00:00,,Scheduled,N/A,foo,,Leaning No,
review-clean4-messy-INT-0024897,review-clean4-messy-APP-014631,review-clean4-messy-CAND-04975,Phone Screen,2026-06-06T12:00:00,,Scheduled,NaN,  ,4.5,Hire, Finish meet here television thought middle. 
review-clean4-messy-INT-0024898,review-clean4-messy-APP-014631,review-clean4-messy-CAND-04975,Final Panel,2026-06-09T15:00:00,2026-06-09T18:00:00,Completed,3.8,1.6,N/A,Leaning No,
review-clean4-messy-INT-0024899,review-clean4-messy-APP-014632,review-clean4-messy-CAND-04243,Phone Screen,06/10T09:00:00/2026,2026-06-10T10:00:00,Done,,3.7,1.1,Leaning No,
review-clean4-messy-INT-0024900,review-clean4-messy-APP-014632,review-clean4-messy-CAND-04243,Final Panel,2026-06-11T10:00:00,2026-06-11T14:00:00,Done,N/A,4.5,foo,leaning no,
review-clean4-messy-INT-0024901,review-clean4-messy-APP-014633,review-clean4-messy-CAND-01731,Phone Screen,07/18T10:00:00/2026,2026-07-18T12:00:00,Joined,,,1.4,Strong Hire, Training reduce watch mouth one base. 
review-clean4-messy-INT-0024902,review-clean4-messy-APP-014633,review-clean4-messy-CAND-01731,coding challenge,07/19T08:00:00/2026,,Scheduled,1.8,1.9,,Hire,
review-clean4-messy-INT-0024903,review-clean4-messy-APP-014633,review-clean4-messy-CAND-01731,Final Panel,2026-07-22T10:00:00,2026-07-22T12:00:00,Completed,2.4,,2.6,Strong Hire, Us truth half. 
review-clean4-messy-INT-0024904,review-clean4-messy-APP-014634,review-clean4-messy-CAND-03050,HR Round,06/26T12:00:00/2026,06/26T19:00:00/2026,Completed,3.9,3.0,2.1,No Hire,
review-clean4-messy-INT-0024905,review-clean4-messy-APP-014634,review-clean4-messy-CAND-03050,Cultural Fit,2026-06-29T14:00:00,2026-06-29T20:00:00,Done,3.3,NaN,,No Hire,
review-clean4-messy-INT-0024906,review-clean4-messy-APP-014635,review-clean4-messy-CAND-01352,Phone Screen,08/09T09:00:00/2026,2026-08-09T11:00:00,Completed,2.3,,1.5,Strong Hire, Its use fly human. 
review-clean4-messy-INT-0024907,review-clean4-messy-APP-014636,review-clean4-messy-CAND-04177,Phone Screen,07/28T12:00:00/2026,2026-07-28T18:00:00,No hire,1.9,2.9,1.3,No Hire,Officer day support raise.
review-clean4-messy-INT-0024908,review-clean4-messy-APP-014638,review-clean4-messy-CAND-02973,Final Panel,2026-05-25T11:00:00,2026-05-25T13:00:00,Completed, 4.9 ,NaN,1.2,Hire,Point international hotel.
review-clean4-messy-INT-0024909,review-clean4-messy-APP-014638,review-clean4-messy-CAND-02973, Technical ,05/26T14:00:00/2026,2026-05-26T15:00:00,Completed,2.4,,  ,hire,
review-clean4-messy-INT-0024910,review-clean4-messy-APP-014639,review-clean4-messy-CAND-00245,Phone Screen,2026-06-22T08:00:00,,Completed,foo,N/A,3.5,strong hire,Special measure cup organization about.
review-clean4-messy-INT-0024911,review-clean4-messy-APP-014639,review-clean4-messy-CAND-00245,Phone Screen,06/23T11:00:00/2026,,Cancelled,1.9,4.3,,Hire,
review-clean4-messy-INT-0024912,review-clean4-messy-APP-014639,review-clean4-messy-CAND-00245,Coding Challenge,2026-06-26T17:00:00,2026-06-26T22:00:00,Completed,,2.8,,Leaning No,Behavior voice policy hot first position base.
review-clean4-messy-INT-0024913,review-clean4-messy-APP-014640,review-clean4-messy-CAND-00096,Final Panel,2026-08-18T08:00:00,,Scheduled,,2.6,2.1,Hire,Notice moment husband about hour.
review-clean4-messy-INT-0024914,review-clean4-messy-APP-014640,review-clean4-messy-CAND-00096,Coding Challenge,2026-08-20T14:00:00,,Scheduled,3.0,1.5,,Leaning No,Heavy reveal visit stop.
review-clean4-messy-INT-0024915,review-clean4-messy-APP-014641,review-clean4-messy-CAND-03559,Phone Screen,2026-07-13T13:00:00,,Completed,,,  ,Strong Hire,Car experience finish establish push they.
review-clean4-messy-INT-0024916,review-clean4-messy-APP-014642,review-clean4-messy-CAND-04293,Phone Screen,06/12T13:00:00/2026,2026-06-12T20:00:00,Completed,4.7,2.3,1.1,Hire,Perhaps bank air.
review-clean4-messy-INT-0024917,review-clean4-messy-APP-014642,review-clean4-messy-CAND-04293,Phone Screen,2026-06-15T13:00:00,,scheduled,4.1,1.5,  ,Leaning No,Down once trial five.
review-clean4-messy-INT-0024918,review-clean4-messy-APP-014642,review-clean4-messy-CAND-04293,Coding Challenge,2026-06-18T15:00:00,2026-06-18T17:00:00,Completed,4.8,3.5,3.1,No Hire,High shoulder claim across.
review-clean4-messy-INT-0024919,review-clean4-messy-APP-014643,review-clean4-messy-CAND-00302,HR Round,2026-08-21T11:00:00,,Joined,2.9,,4.6,Hire,Evening environmental whatever stay attorney officer.
review-clean4-messy-INT-0024920,review-clean4-messy-APP-014643,review-clean4-messy-CAND-00302,HR Round,08/23T15:00:00/2026,08/23T23:00:00/2026,Completed,N/A,N/A,,Hire,
review-clean4-messy-INT-0024921,review-clean4-messy-APP-014644,review-clean4-messy-CAND-03750,Phone Screen,07/19T16:00:00/2026,2026-07-19T23:00:00,Completed,1.1,3.7,1.1,Hire,Course my issue range us fall learn.
review-clean4-messy-INT-0024922,review-clean4-messy-APP-014644,review-clean4-messy-CAND-03750,coding challenge,2026-07-21T17:00:00,2026-07-21T20:00:00,No hire,foo,2.9,N/A,leaning no,Him human cover someone along job standard theory.
review-clean4-messy-INT-0024923,review-clean4-messy-APP-014644,review-clean4-messy-CAND-03750,Coding Challenge,2026-07-23T13:00:00,,Completed,4.2,1.1,  ,No Hire,
review-clean4-messy-INT-0024924,review-clean4-messy-APP-014644,review-clean4-messy-CAND-03750, Final Panel ,2026-07-25T14:00:00,,Done,2.7,2.7,4.6,No Hire,
review-clean4-messy-INT-0024925,review-clean4-messy-APP-014645,review-clean4-messy-CAND-04049,Phone Screen,2026-07-17T13:00:00,2026-07-17T19:00:00,Cancelled,N/A,3.0,2.6,Hire,Region would husband without.
review-clean4-messy-INT-0024926,review-clean4-messy-APP-014648,review-clean4-messy-CAND-04358,Phone Screen,08/03T08:00:00/2026,2026-08-03T16:00:00,Completed,,4.2,NaN,,Situation factor family feel themselves data.
review-clean4-messy-INT-0024927,review-clean4-messy-APP-014648,review-clean4-messy-CAND-04358,HR Round,2026-08-04T17:00:00,,Completed,4.2,,2.0,leaning no,Do cold child commercial.
review-clean4-messy-INT-0024928,review-clean4-messy-APP-014649,review-clean4-messy-CAND-01166, Phone Screen ,2026-08-16T14:00:00,2026-08-16T15:00:00,Completed,  ,2.2,,leaning no, He represent soon organization character road method heart. 
review-clean4-messy-INT-0024929,review-clean4-messy-APP-014649,review-clean4-messy-CAND-01166,final panel,2026-08-17T16:00:00,2026-08-17T20:00:00,Joined,N/A,1.8,3.1,Leaning No,
review-clean4-messy-INT-0024930,review-clean4-messy-APP-014650,review-clean4-messy-CAND-02936,Final Panel,2026-06-26T12:00:00,,COMPLETED,1.1,NaN,2.0,Hire, Like tend cover simple bill avoid development. 
review-clean4-messy-INT-0024931,review-clean4-messy-APP-014650,review-clean4-messy-CAND-02936,Technical,2026-06-28T10:00:00,2026-06-28T12:00:00,Completed,,,  ,Leaning No,
review-clean4-messy-INT-0024932,review-clean4-messy-APP-014651,review-clean4-messy-CAND-00730,Final Panel,2026-07-01T17:00:00,,Completed,,,3.8,No Hire,Eye war community feel move deep area television.
review-clean4-messy-INT-0024933,review-clean4-messy-APP-014651,review-clean4-messy-CAND-00730,Technical,2026-07-04T14:00:00,,Cancelled,2.6,,  ,Leaning No, For agency American player. 
review-clean4-messy-INT-0024934,review-clean4-messy-APP-014652,review-clean4-messy-CAND-00008,phone screen,06/11T10:00:00/2026,,Scheduled,3.7,,4.5,No Hire,Soon company skin artist.
review-clean4-messy-INT-0024935,review-clean4-messy-APP-014653,review-clean4-messy-CAND-02744,Phone Screen,2026-06-25T10:00:00,,No hire,,foo,2.0,No Hire,
review-clean4-messy-INT-0024936,review-clean4-messy-APP-014653,review-clean4-messy-CAND-02744,Cultural Fit,06/27T15:00:00/2026,,Scheduled,,1.8,2.0,No Hire,
review-clean4-messy-INT-0024937,review-clean4-messy-APP-014653,review-clean4-messy-CAND-02744,Phone Screen,2026-06-29T08:00:00,,scheduled,3.1,N/A,1.4,Strong Hire,Story myself size off.
review-clean4-messy-INT-0024938,review-clean4-messy-APP-014654,review-clean4-messy-CAND-01202,Phone Screen,2026-08-09T15:00:00,08/09T20:00:00/2026,cancelled,3.3,4.9,,No Hire,
review-clean4-messy-INT-0024939,review-clean4-messy-APP-014654,review-clean4-messy-CAND-01202, Coding Challenge ,2026-08-11T10:00:00,,Scheduled,2.8,,foo,Leaning No,
review-clean4-messy-INT-0024940,review-clean4-messy-APP-014654,review-clean4-messy-CAND-01202,Technical,2026-08-11T12:00:00,,Completed,  ,1.3,1.5,No Hire,Charge sure spring increase music consumer never.
review-clean4-messy-INT-0024941,review-clean4-messy-APP-014655,review-clean4-messy-CAND-03123, Phone Screen ,07/10T12:00:00/2026,2026-07-10T17:00:00,Completed,3.2,4.8,foo,Leaning No,Different that poor or join catch how.
review-clean4-messy-INT-0024942,review-clean4-messy-APP-014655,review-clean4-messy-CAND-03123,Final Panel,07/13T16:00:00/2026,2026-07-13T22:00:00,Completed,NaN,N/A,2.6,Strong Hire,Offer offer machine avoid seek.
review-clean4-messy-INT-0024943,review-clean4-messy-APP-014655,review-clean4-messy-CAND-03123,Technical,07/16T14:00:00/2026,2026-07-16T20:00:00,Cancelled,  ,,3.6,no hire,Note create actually important two leg relate his.
review-clean4-messy-INT-0024944,review-clean4-messy-APP-014656,review-clean4-messy-CAND-00846,Phone Screen,2026-05-30T11:00:00,2026-05-30T18:00:00,Completed,2.8,2.6,3.2,Leaning No,Look factor realize understand.
review-clean4-messy-INT-0024945,review-clean4-messy-APP-014657,review-clean4-messy-CAND-04637,Phone Screen,2026-07-23T13:00:00,2026-07-23T21:00:00,Completed,,3.2,2.2,Leaning No,Although today there message minute write money.
review-clean4-messy-INT-0024946,review-clean4-messy-APP-014657,review-clean4-messy-CAND-04637,Coding Challenge,07/25T15:00:00/2026,2026-07-25T21:00:00,Completed,,1.7,N/A,leaning no,Too business size personal similar.
review-clean4-messy-INT-0024947,review-clean4-messy-APP-014658,review-clean4-messy-CAND-01983,Phone Screen,06/01T12:00:00/2026,2026-06-01T14:00:00,No hire,1.4,4.8,,Leaning No,Successful lay today issue position so result me.
review-clean4-messy-INT-0024948,review-clean4-messy-APP-014659,review-clean4-messy-CAND-03619,Final Panel,2026-08-06T14:00:00,,scheduled,2.2,2.2,1.7,No Hire,Sign see type under water expert feeling.
review-clean4-messy-INT-0024949,review-clean4-messy-APP-014660,review-clean4-messy-CAND-04693,Phone Screen,2026-07-20T09:00:00,2026-07-20T11:00:00,Completed,,N/A,1.8,Leaning No,Almost rise history argue note until wear.
review-clean4-messy-INT-0024950,review-clean4-messy-APP-014660,review-clean4-messy-CAND-04693,Cultural Fit,2026-07-23T15:00:00,07/23T16:00:00/2026,Offer accepted,4.3,1.7,N/A,Leaning No, Hour newspaper bed base quickly clear. 
review-clean4-messy-INT-0024951,review-clean4-messy-APP-014660,review-clean4-messy-CAND-04693,Final Panel,07/22T14:00:00/2026,2026-07-22T20:00:00,Done,1.3, 4.5 ,2.9,Leaning No,Which call song.
review-clean4-messy-INT-0024952,review-clean4-messy-APP-014661,review-clean4-messy-CAND-01867,Phone Screen,07/04T08:00:00/2026,,COMPLETED,,1.4,N/A,No Hire,About position push executive politics concern near.
review-clean4-messy-INT-0024953,review-clean4-messy-APP-014661,review-clean4-messy-CAND-01867,HR Round,07/06T15:00:00/2026,2026-07-06T21:00:00,Cancelled,1.1,,4.6,No Hire,
review-clean4-messy-INT-0024954,review-clean4-messy-APP-014662,review-clean4-messy-CAND-02107,Phone Screen,2026-08-16T08:00:00,2026-08-16T16:00:00,Offer accepted,N/A,,2.8,Leaning No, Mission reason among in race fine simple play. 
review-clean4-messy-INT-0024955,review-clean4-messy-APP-014662,review-clean4-messy-CAND-02107,Technical,08/17T11:00:00/2026,2026-08-17T13:00:00,Rejected,3.5,2.9,4.4,Hire,Offer control change represent goal on draw.
review-clean4-messy-INT-0024956,review-clean4-messy-APP-014662,review-clean4-messy-CAND-02107,Coding Challenge,2026-08-20T11:00:00,2026-08-20T14:00:00,Completed,2.6,N/A,3.5,hire,
review-clean4-messy-INT-0024957,review-clean4-messy-APP-014663,review-clean4-messy-CAND-04887,Final Panel,2026-07-23T08:00:00,,Scheduled,2.2,,2.7,Hire,Attack often bar away poor west.
review-clean4-messy-INT-0024958,review-clean4-messy-APP-014663,review-clean4-messy-CAND-04887,Technical,2026-07-24T17:00:00,2026-07-24T18:00:00,Completed,,,3.9,no hire,
review-clean4-messy-INT-0024959,review-clean4-messy-APP-014664,review-clean4-messy-CAND-01648,Phone Screen,08/17T08:00:00/2026,08/17T16:00:00/2026,Cancelled,3.4,  ,1.6,leaning no,Open police stay protect four nice real manage.
review-clean4-messy-INT-0024960,review-clean4-messy-APP-014664,review-clean4-messy-CAND-01648,Final Panel,2026-08-18T08:00:00,,SCHEDULED,, 1.6 ,N/A,Leaning No,Never evidence central public form yard four.
review-clean4-messy-INT-0024961,review-clean4-messy-APP-014665,review-clean4-messy-CAND-02850,Phone Screen,2026-06-10T10:00:00,,Completed,,3.5,2.6,Leaning No,
review-clean4-messy-INT-0024962,review-clean4-messy-APP-014665,review-clean4-messy-CAND-02850,HR Round,2026-06-12T12:00:00,06/12T19:00:00/2026,Cancelled,2.8,1.9, 3.4 ,Leaning No,
review-clean4-messy-INT-0024963,review-clean4-messy-APP-014666,review-clean4-messy-CAND-02343,Phone Screen,2026-08-24T09:00:00,2026-08-24T13:00:00,Done,1.2,,3.9,strong hire,
review-clean4-messy-INT-0024964,review-clean4-messy-APP-014667,review-clean4-messy-CAND-03568,Phone Screen,07/17T10:00:00/2026,,Scheduled,4.9,,4.4,Leaning No, Matter significant month threat think bad place. 
review-clean4-messy-INT-0024965,review-clean4-messy-APP-014667,review-clean4-messy-CAND-03568,Technical,07/19T12:00:00/2026,,Scheduled,,3.7,1.8,Leaning No,Season recognize house job include hand once.
review-clean4-messy-INT-0024966,review-clean4-messy-APP-014668,review-clean4-messy-CAND-03015,Phone Screen,08/12T11:00:00/2026,2026-08-12T17:00:00,Offer accepted,  ,,3.0,hire,
review-clean4-messy-INT-0024967,review-clean4-messy-APP-014668,review-clean4-messy-CAND-03015,Technical,08/13T08:00:00/2026,2026-08-13T11:00:00,Completed,1.6,NaN,,Hire, Better more listen beyond network development happen. 
review-clean4-messy-INT-0024968,review-clean4-messy-APP-014668,review-clean4-messy-CAND-03015, Coding Challenge ,2026-08-14T13:00:00,,Offer accepted,N/A,,foo,Strong Hire,Baby executive trade network service American.
review-clean4-messy-INT-0024969,review-clean4-messy-APP-014669,review-clean4-messy-CAND-03850,Phone Screen,06/03T10:00:00/2026,,Completed,1.2,,,no hire,Any sign maintain throughout there beyond start walk.
review-clean4-messy-INT-0024970,review-clean4-messy-APP-014669,review-clean4-messy-CAND-03850,Coding Challenge,2026-06-06T14:00:00,2026-06-06T15:00:00,Rejected,1.4,1.5,3.8,leaning no,
review-clean4-messy-INT-0024971,review-clean4-messy-APP-014669,review-clean4-messy-CAND-03850,Coding Challenge,06/05T11:00:00/2026,,Scheduled,4.7,3.5,1.0,Leaning No, Society concern dream fast arrive take law. 
review-clean4-messy-INT-0024972,review-clean4-messy-APP-014670,review-clean4-messy-CAND-04019,Phone Screen,2026-06-03T09:00:00,2026-06-03T15:00:00,Completed,,  ,4.9,No Hire,
review-clean4-messy-INT-0024973,review-clean4-messy-APP-014670,review-clean4-messy-CAND-04019,Technical,2026-06-05T12:00:00,,Scheduled,, 1.7 ,4.0,Strong Hire,
review-clean4-messy-INT-0024974,review-clean4-messy-APP-014671,review-clean4-messy-CAND-00439,Phone Screen,2026-06-21T11:00:00,2026-06-21T14:00:00,Joined, 2.8 ,2.7,3.7,Leaning No,Practice focus floor.
review-clean4-messy-INT-0024975,review-clean4-messy-APP-014672,review-clean4-messy-CAND-00746,HR Round,2026-07-01T08:00:00,,Scheduled,,4.2,4.9,Hire,Reflect ground just defense.
review-clean4-messy-INT-0024976,review-clean4-messy-APP-014672,review-clean4-messy-CAND-00746,coding challenge,2026-07-04T10:00:00,2026-07-04T15:00:00,Cancelled,2.2,,2.0,No Hire,Cover herself participant development agent national industry sure.
review-clean4-messy-INT-0024977,review-clean4-messy-APP-014673,review-clean4-messy-CAND-01200,Final Panel,06/02T16:00:00/2026,2026-06-02T19:00:00,Completed,4.8,1.2,,Hire,
review-clean4-messy-INT-0024978,review-clean4-messy-APP-014675,review-clean4-messy-CAND-03081, Phone Screen ,06/06T12:00:00/2026,,Offer accepted,,3.1,3.7,Leaning No,
review-clean4-messy-INT-0024979,review-clean4-messy-APP-014675,review-clean4-messy-CAND-03081, Coding Challenge ,2026-06-09T14:00:00,2026-06-09T15:00:00,Completed,3.9,1.1,,Leaning No,
review-clean4-messy-INT-0024980,review-clean4-messy-APP-014676,review-clean4-messy-CAND-01375,Phone Screen,2026-06-29T08:00:00,,Joined, 2.8 ,,3.8,Leaning No,Enter see development old part end size hope.
review-clean4-messy-INT-0024981,review-clean4-messy-APP-014677,review-clean4-messy-CAND-03200,Phone Screen,2026-06-20T09:00:00,2026-06-20T14:00:00,completed,4.8,3.4,N/A,Leaning No,Event safe hold manager.
review-clean4-messy-INT-0024982,review-clean4-messy-APP-014677,review-clean4-messy-CAND-03200,Technical,06/21T10:00:00/2026,,Scheduled,2.5,,4.3,Leaning No,
review-clean4-messy-INT-0024983,review-clean4-messy-APP-014678,review-clean4-messy-CAND-01679,Phone Screen,2026-08-07T12:00:00,,Joined,4.0,3.8,3.1,, Page easy work agency professor tend. 
review-clean4-messy-INT-0024984,review-clean4-messy-APP-014678,review-clean4-messy-CAND-01679,Coding Challenge,08/08T14:00:00/2026,2026-08-08T16:00:00,CANCELLED,4.1,3.9,4.7,Maybe,Area thousand when oil its government major.
review-clean4-messy-INT-0024985,review-clean4-messy-APP-014679,review-clean4-messy-CAND-01523,Phone Screen,2026-07-11T12:00:00,2026-07-11T13:00:00,No hire,1.4,3.5,,Leaning No,
review-clean4-messy-INT-0024986,review-clean4-messy-APP-014679,review-clean4-messy-CAND-01523, Technical ,07/12T13:00:00/2026,,Scheduled,,1.5,foo,No Hire,
review-clean4-messy-INT-0024987,review-clean4-messy-APP-014679,review-clean4-messy-CAND-01523, Coding Challenge ,07/13T15:00:00/2026,2026-07-13T19:00:00,Completed,  ,2.7,4.5,Hire,Wind moment religious war out.
review-clean4-messy-INT-0024988,review-clean4-messy-APP-014681,review-clean4-messy-CAND-03703,Phone Screen,2026-07-04T16:00:00,2026-07-04T20:00:00,CANCELLED,1.6,1.0,  ,,Capital standard protect choice feel late program young.
review-clean4-messy-INT-0024989,review-clean4-messy-APP-014681,review-clean4-messy-CAND-03703,Final Panel,2026-07-07T12:00:00,,Rejected,NaN,,2.5,No Hire,
review-clean4-messy-INT-0024990,review-clean4-messy-APP-014683,review-clean4-messy-CAND-03491,Final Panel,2026-08-29T16:00:00,2026-08-29T20:00:00,Cancelled,1.4,,1.4,No Hire, Game value fall base. 
review-clean4-messy-INT-0024991,review-clean4-messy-APP-014683,review-clean4-messy-CAND-03491,Coding Challenge,2026-08-30T14:00:00,2026-08-30T22:00:00,Completed,2.4,foo,3.8,Hire,Stuff interest hit suggest million.
review-clean4-messy-INT-0024992,review-clean4-messy-APP-014683,review-clean4-messy-CAND-03491,Final Panel,08/31T12:00:00/2026,,Offer accepted,1.2,4.2,1.8,Hire,First might every anyone PM follow blue.
